File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r079d086et,http://193.205.194.113/RAISE/NEF/r079d086et.NEF,http://193.205.194.113/RAISE/TIFF/r079d086et.TIF,9/21/2014 0:06,3/31/2012 4:19,11.3 MB,L (4288 x 2848),19:09.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,38mm,AF-S,Auto,ON,,f/13,1/640s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Direct sunlight, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r07b99141t,http://193.205.194.113/RAISE/NEF/r07b99141t.NEF,http://193.205.194.113/RAISE/TIFF/r07b99141t.TIF,9/21/2014 10:01,5/11/2013 7:17,17.6 MB,L (4928 x 3264),17:05.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,135mm,AF-A,Dynamic,ON,OFF,f/14,1/80s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Manual,nature; outdoor
r07c47354t,http://193.205.194.113/RAISE/NEF/r07c47354t.NEF,http://193.205.194.113/RAISE/TIFF/r07c47354t.TIF,9/21/2014 3:11,5/4/2014 14:00,19.5 MB,L (4928 x 3264),00:26.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,75mm,AF-A,Dynamic,ON,OFF,f/6.3,1/200s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Shade, B1, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r07c51648t,http://193.205.194.113/RAISE/NEF/r07c51648t.NEF,http://193.205.194.113/RAISE/TIFF/r07c51648t.TIF,9/21/2014 0:14,5/13/2012 3:38,10.4 MB,L (4288 x 2848),38:09.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,52mm,AF-A,Auto,ON,,f/10,1/320s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r07cf907dt,http://193.205.194.113/RAISE/NEF/r07cf907dt.NEF,http://193.205.194.113/RAISE/TIFF/r07cf907dt.TIF,9/20/2014 20:17,8/27/2012 13:32,19.8 MB,L (4928 x 3264),32:06.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,29mm,AF-A,Auto,ON,OFF,f/11,1/200s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,1,1,2,,,,,,,,,,,,,,,,,buildings; outdoor
r07cfb432t,http://193.205.194.113/RAISE/NEF/r07cfb432t.NEF,http://193.205.194.113/RAISE/TIFF/r07cfb432t.TIF,9/20/2014 16:32,4/11/2014 11:45,17.9 MB,L (4928 x 3264),45:06.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,130mm,AF-A,Dynamic,ON,OFF,f/5.6,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r07d13149t,http://193.205.194.113/RAISE/NEF/r07d13149t.NEF,http://193.205.194.113/RAISE/TIFF/r07d13149t.TIF,9/20/2014 16:36,8/9/2012 13:11,19.8 MB,L (4928 x 3264),11:46.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/2000s,Manual,0EV,,Spot,ISO 400,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,0,0,1,,,,,,,,,,,,,,,,,landscape; outdoor
r07d5eb94t,http://193.205.194.113/RAISE/NEF/r07d5eb94t.NEF,http://193.205.194.113/RAISE/TIFF/r07d5eb94t.TIF,9/20/2014 16:06,9/22/2011 15:46,21.6 MB,L (4928 x 3264),46:30.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Auto,ON,OFF,f/10,1/60s,Landscape,0EV,,Matrix,Auto (ISO 220),,,,"Auto1, 0, 0",sRGB,ON (Low),OFF,Auto,,,OFF,[LS] Landscape,[LS] Landscape,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,buildings; outdoor
r07db8a54t,http://193.205.194.113/RAISE/NEF/r07db8a54t.NEF,http://193.205.194.113/RAISE/TIFF/r07db8a54t.TIF,9/20/2014 15:53,4/11/2014 9:41,18.7 MB,L (4928 x 3264),41:20.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,95mm,AF-A,Dynamic,ON,OFF,f/10,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r07dba73ft,http://193.205.194.113/RAISE/NEF/r07dba73ft.NEF,http://193.205.194.113/RAISE/TIFF/r07dba73ft.TIF,9/20/2014 22:21,3/31/2012 4:17,9.77 MB,L (4288 x 2848),17:51.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/400s,Aperture Priority,-1.0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r07df029bt,http://193.205.194.113/RAISE/NEF/r07df029bt.NEF,http://193.205.194.113/RAISE/TIFF/r07df029bt.TIF,9/20/2014 15:35,4/11/2014 13:25,18.6 MB,L (4928 x 3264),25:17.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/80s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r07e1e8cbt,http://193.205.194.113/RAISE/NEF/r07e1e8cbt.NEF,http://193.205.194.113/RAISE/TIFF/r07e1e8cbt.TIF,9/20/2014 20:34,8/4/2012 7:41,17.8 MB,L (4928 x 3264),41:25.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,OFF,OFF,f/22,1/125s,Manual,0EV,,Spot,ISO 200,,,,"Direct sunlight, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[PT] Portrait,[PT] Portrait,-,6,3,0,1,2,,,,,,,,,,,,,,,,,buildings; outdoor
r07e242b7t,http://193.205.194.113/RAISE/NEF/r07e242b7t.NEF,http://193.205.194.113/RAISE/TIFF/r07e242b7t.TIF,9/21/2014 6:51,4/7/2013 9:58,20.3 MB,L (4928 x 3264),58:12.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/15s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,Indoor; buildings
r07e35007t,http://193.205.194.113/RAISE/NEF/r07e35007t.NEF,http://193.205.194.113/RAISE/TIFF/r07e35007t.TIF,9/20/2014 16:34,9/25/2011 3:37,20.1 MB,L (4928 x 3264),37:52.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,24mm,AF-A,Auto,ON,OFF,f/4,1/60s,Auto (Flash Off),0EV,,Matrix,Auto (ISO 800),,,,"Auto1, 0, 0",sRGB,ON (Low),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,Indoor; objects
r07e594d6t,http://193.205.194.113/RAISE/NEF/r07e594d6t.NEF,http://193.205.194.113/RAISE/TIFF/r07e594d6t.TIF,9/20/2014 21:12,2/18/2012 7:09,11.0 MB,L (4288 x 2848),09:24.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,26mm,AF-A,Auto,ON,,f/4,1/25s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,ON (Normal),OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r07ece355t,http://193.205.194.113/RAISE/NEF/r07ece355t.NEF,http://193.205.194.113/RAISE/TIFF/r07ece355t.TIF,9/21/2014 11:26,10/27/2013 9:18,19.8 MB,L (4928 x 3264),18:07.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/16,1/60s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Shutter Priority,landscape; outdoor
r07f22efdt,http://193.205.194.113/RAISE/NEF/r07f22efdt.NEF,http://193.205.194.113/RAISE/TIFF/r07f22efdt.TIF,9/21/2014 11:47,10/27/2013 13:10,19.4 MB,L (4928 x 3264),10:40.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/25s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r07f99a1at,http://193.205.194.113/RAISE/NEF/r07f99a1at.NEF,http://193.205.194.113/RAISE/TIFF/r07f99a1at.TIF,9/21/2014 1:17,9/9/2012 5:31,10.6 MB,L (4288 x 2848),31:54.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/8,1/160s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r07ffdc87t,http://193.205.194.113/RAISE/NEF/r07ffdc87t.NEF,http://193.205.194.113/RAISE/TIFF/r07ffdc87t.TIF,9/21/2014 7:20,2/9/2013 12:31,19.6 MB,L (4928 x 3264),31:49.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,62mm,AF-A,Auto,ON,OFF,f/4.8,1/40s,Aperture Priority,+0.7EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,outdoor; people
r08079988t,http://193.205.194.113/RAISE/NEF/r08079988t.NEF,http://193.205.194.113/RAISE/TIFF/r08079988t.TIF,9/21/2014 8:00,2/11/2013 12:13,21.0 MB,L (4928 x 3264),13:22.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Auto,ON,OFF,f/4,1/800s,Manual,+0.7EV,,Matrix,ISO 3200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r0809811bt,http://193.205.194.113/RAISE/NEF/r0809811bt.NEF,http://193.205.194.113/RAISE/TIFF/r0809811bt.TIF,9/20/2014 22:25,7/31/2014 7:52,19.2 MB,L (4928 x 3264),52:16.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/13,1/100s,Manual,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r081ad6a3t,http://193.205.194.113/RAISE/NEF/r081ad6a3t.NEF,http://193.205.194.113/RAISE/TIFF/r081ad6a3t.TIF,9/21/2014 3:40,5/17/2014 9:40,18.9 MB,L (4928 x 3264),40:42.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/10,1/320s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r082626aft,http://193.205.194.113/RAISE/NEF/r082626aft.NEF,http://193.205.194.113/RAISE/TIFF/r082626aft.TIF,9/20/2014 21:23,2/25/2012 7:39,10.5 MB,L (4288 x 2848),39:06.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/14,1/200s,Auto (Flash Off),0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,Auto,Active D-Lighting,Active D-Lighting,Auto,0,,,,,,,,,,,,,,,,,objects; outdoor
r08276bf9t,http://193.205.194.113/RAISE/NEF/r08276bf9t.NEF,http://193.205.194.113/RAISE/TIFF/r08276bf9t.TIF,9/20/2014 16:50,8/21/2012 6:40,18.5 MB,L (4928 x 3264),40:35.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/6.3,1/800s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,0,-1,0,,,,,,,,,,,,,,,,,outdoor
r08307e1at,http://193.205.194.113/RAISE/NEF/r08307e1at.NEF,http://193.205.194.113/RAISE/TIFF/r08307e1at.TIF,9/21/2014 8:41,6/8/2013 6:35,19.6 MB,L (4928 x 3264),35:25.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,38mm,AF-A,Dynamic,ON,OFF,f/4.2,1/160s,Shutter Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r0833f646t,http://193.205.194.113/RAISE/NEF/r0833f646t.NEF,http://193.205.194.113/RAISE/TIFF/r0833f646t.TIF,9/20/2014 21:42,1/28/2012 8:06,10.2 MB,L (4288 x 2848),06:03.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/6s,Aperture Priority,0EV,,Matrix,ISO 800,,,,"Direct sunlight, A2, M2",Adobe RGB,ON (Normal),OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r083b7636t,http://193.205.194.113/RAISE/NEF/r083b7636t.NEF,http://193.205.194.113/RAISE/TIFF/r083b7636t.TIF,9/21/2014 0:09,6/8/2014 7:01,22.2 MB,L (4928 x 3264),01:40.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/9,1/320s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor; people
r083ca67ct,http://193.205.194.113/RAISE/NEF/r083ca67ct.NEF,http://193.205.194.113/RAISE/TIFF/r083ca67ct.TIF,9/20/2014 18:25,8/7/2012 6:43,20.5 MB,L (4928 x 3264),43:29.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/160s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,0,0,,,,,,,,,,,,,,,,,outdoor; people
r08414c5at,http://193.205.194.113/RAISE/NEF/r08414c5at.NEF,http://193.205.194.113/RAISE/TIFF/r08414c5at.TIF,9/20/2014 20:26,8/27/2012 14:45,18.9 MB,L (4928 x 3264),45:28.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,24mm,AF-A,Auto,ON,OFF,f/8,1/100s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,1,1,2,,,,,,,,,,,,,,,,,buildings; outdoor
r084889d5t,http://193.205.194.113/RAISE/NEF/r084889d5t.NEF,http://193.205.194.113/RAISE/TIFF/r084889d5t.TIF,9/20/2014 16:47,8/20/2012 14:07,19.8 MB,L (4928 x 3264),07:43.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,60mm,AF-A,Auto,ON,OFF,f/10,1/320s,Shutter Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,0,-1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r084a4ccet,http://193.205.194.113/RAISE/NEF/r084a4ccet.NEF,http://193.205.194.113/RAISE/TIFF/r084a4ccet.TIF,9/21/2014 0:36,5/14/2012 7:02,10.5 MB,L (4288 x 2848),02:56.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/8s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,Indoor; objects
r085a5f53t,http://193.205.194.113/RAISE/NEF/r085a5f53t.NEF,http://193.205.194.113/RAISE/TIFF/r085a5f53t.TIF,9/21/2014 3:21,5/4/2014 7:13,19.5 MB,L (4928 x 3264),13:58.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/1250s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Shade, B2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r085bdbe2t,http://193.205.194.113/RAISE/NEF/r085bdbe2t.NEF,http://193.205.194.113/RAISE/TIFF/r085bdbe2t.TIF,9/20/2014 23:55,3/23/2012 13:21,10.4 MB,L (4288 x 2848),21:03.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/160s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects; people
r08788547t,http://193.205.194.113/RAISE/NEF/r08788547t.NEF,http://193.205.194.113/RAISE/TIFF/r08788547t.TIF,9/20/2014 17:35,8/22/2012 7:03,19.6 MB,L (4928 x 3264),03:52.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/4,1/50s,Manual,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor
r087a13a6t,http://193.205.194.113/RAISE/NEF/r087a13a6t.NEF,http://193.205.194.113/RAISE/TIFF/r087a13a6t.TIF,9/21/2014 8:48,6/8/2013 8:15,19.2 MB,L (4928 x 3264),15:05.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/22,1/50s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r08873591t,http://193.205.194.113/RAISE/NEF/r08873591t.NEF,http://193.205.194.113/RAISE/TIFF/r08873591t.TIF,9/20/2014 19:59,8/15/2012 11:10,17.2 MB,L (4928 x 3264),10:16.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,120mm,Manual,Single,ON,OFF,f/9,1/160s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r088dcebft,http://193.205.194.113/RAISE/NEF/r088dcebft.NEF,http://193.205.194.113/RAISE/TIFF/r088dcebft.TIF,9/21/2014 9:15,6/21/2013 8:04,20.2 MB,L (4928 x 3264),04:56.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,62mm,AF-A,Dynamic,ON,OFF,f/11,1/320s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r0897d8aat,http://193.205.194.113/RAISE/NEF/r0897d8aat.NEF,http://193.205.194.113/RAISE/TIFF/r0897d8aat.TIF,9/21/2014 7:20,2/9/2013 12:34,19.2 MB,L (4928 x 3264),34:00.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,34mm,AF-A,Auto,ON,OFF,f/4.2,1/160s,Aperture Priority,+0.7EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor; people
r08996953t,http://193.205.194.113/RAISE/NEF/r08996953t.NEF,http://193.205.194.113/RAISE/TIFF/r08996953t.TIF,9/21/2014 10:27,10/4/2013 10:54,20.3 MB,L (4928 x 3264),54:35.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/9,1/1000s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
